Date,SiteName,LocationName,WeekDay,TotalCount,Recording_ID
2016-11-14,York,Coney Street,Monday,20806,206990
2016-11-14,York,Micklegate,Monday,5507,781807
2016-11-14,York,Parliament Street,Monday,16650,984469
2016-11-14,York,Stonegate,Monday,13527,346290
2016-11-15,York,Church Street,Tuesday,3779,301745
2016-11-15,York,Coney Street,Tuesday,21015,799498
2016-11-15,York,Micklegate,Tuesday,5836,479546
2016-11-15,York,Parliament Street,Tuesday,18534,393623
2016-11-15,York,Stonegate,Tuesday,15079,50940
2016-11-16,York,Church Street,Wednesday,3734,273189
2016-11-16,York,Coney Street,Wednesday,21396,863851
2016-11-16,York,Micklegate,Wednesday,6287,226726
2016-11-16,York,Parliament Street,Wednesday,19452,239696
2016-11-16,York,Stonegate,Wednesday,14374,12585
2016-11-17,York,Church Street,Thursday,4445,761034
2016-11-17,York,Coney Street,Thursday,21163,23214
2016-11-17,York,Micklegate,Thursday,6125,310753
2016-11-17,York,Parliament Street,Thursday,23564,106022
2016-11-17,York,Stonegate,Thursday,17016,244528
2016-11-18,York,Church Street,Friday,5168,537832
2016-11-18,York,Coney Street,Friday,22838,865225
2016-11-18,York,Micklegate,Friday,7396,881594
2016-11-18,York,Parliament Street,Friday,23117,930917
2016-11-18,York,Stonegate,Friday,18663,314747
2016-11-19,York,Church Street,Saturday,6223,574802
2016-11-19,York,Coney Street,Saturday,41430,611702
2016-11-19,York,Micklegate,Saturday,10180,651552
2016-11-19,York,Parliament Street,Saturday,41604,194599
2016-11-19,York,Stonegate,Saturday,35647,482044
2016-11-20,York,Church Street,Sunday,3809,637814
2016-11-20,York,Coney Street,Sunday,24582,509440
2016-11-20,York,Micklegate,Sunday,6459,3336
2016-11-20,York,Parliament Street,Sunday,23328,645913
2016-11-20,York,Stonegate,Sunday,22050,815247
2016-11-21,York,Church Street,Monday,3962,621223
2016-11-21,York,Coney Street,Monday,18854,248946
2016-11-21,York,Micklegate,Monday,4641,494618
2016-11-21,York,Parliament Street,Monday,18606,878363
2016-11-21,York,Stonegate,Monday,12365,964376
2016-11-22,York,Church Street,Tuesday,4463,548517
2016-11-22,York,Coney Street,Tuesday,19421,204989
2016-11-22,York,Micklegate,Tuesday,5840,357317
2016-11-22,York,Parliament Street,Tuesday,19022,484430
2016-11-22,York,Stonegate,Tuesday,14601,341031
2016-11-23,York,Church Street,Wednesday,4702,806301
2016-11-23,York,Coney Street,Wednesday,24570,760663
2016-11-23,York,Micklegate,Wednesday,6389,181418
2016-11-23,York,Parliament Street,Wednesday,23528,450650
2016-11-23,York,Stonegate,Wednesday,17721,159338
2016-11-24,York,Church Street,Thursday,4993,773734
2016-11-24,York,Coney Street,Thursday,25646,948275
2016-11-24,York,Micklegate,Thursday,6957,71786
2016-11-24,York,Parliament Street,Thursday,23347,297577
2016-11-24,York,Stonegate,Thursday,19245,189262
2016-11-25,York,Church Street,Friday,5577,861680
2016-11-25,York,Coney Street,Friday,33185,107581
2016-11-25,York,Micklegate,Friday,8660,714069
2016-11-25,York,Parliament Street,Friday,29501,327061
2016-11-25,York,Stonegate,Friday,25121,928398
2016-11-26,York,Church Street,Saturday,6977,723767
2016-11-26,York,Coney Street,Saturday,46844,702286
2016-11-26,York,Micklegate,Saturday,11136,642062
2016-11-26,York,Parliament Street,Saturday,41637,477381
2016-11-26,York,Stonegate,Saturday,39122,399124
2016-11-27,York,Church Street,Sunday,4596,620053
2016-11-27,York,Coney Street,Sunday,30667,167594
2016-11-27,York,Micklegate,Sunday,6638,790905
2016-11-27,York,Parliament Street,Sunday,24434,327438
2016-11-27,York,Stonegate,Sunday,25199,665475
2016-12-01,York,Church Street,Thursday,4171,514156
2016-12-01,York,Coney Street,Thursday,27326,806767
2016-12-01,York,Micklegate,Thursday,6870,407911
2016-12-01,York,Parliament Street,Thursday,23126,797674
2016-12-01,York,Stonegate,Thursday,20633,845642
2016-12-02,York,Church Street,Friday,5591,417319
2016-12-02,York,Coney Street,Friday,31424,510338
2016-12-02,York,Micklegate,Friday,8688,110250
2016-12-02,York,Parliament Street,Friday,26173,270900
2016-12-02,York,Stonegate,Friday,24400,481852
2016-12-03,York,Church Street,Saturday,6158,448823
2016-12-03,York,Coney Street,Saturday,49211,892005
2016-12-03,York,Micklegate,Saturday,12206,723960
2016-12-03,York,Parliament Street,Saturday,40021,746588
2016-12-03,York,Stonegate,Saturday,37993,865998
2016-12-04,York,Church Street,Sunday,4079,977959
2016-12-04,York,Coney Street,Sunday,31293,698921
2016-12-04,York,Micklegate,Sunday,7315,82869
2016-12-04,York,Parliament Street,Sunday,25872,237000
2016-12-04,York,Stonegate,Sunday,24257,145709
2016-11-28,York,Church Street,Monday,4464,328504
2016-11-28,York,Coney Street,Monday,27658,854364
2016-11-28,York,Micklegate,Monday,6594,399798
2016-11-28,York,Parliament Street,Monday,23657,124804
2016-11-28,York,Stonegate,Monday,19779,887476
2016-11-29,York,Church Street,Tuesday,3534,455086
2016-11-29,York,Coney Street,Tuesday,23995,826190
2016-11-29,York,Micklegate,Tuesday,6139,578735
2016-11-29,York,Parliament Street,Tuesday,19910,830104
2016-11-29,York,Stonegate,Tuesday,16977,682216
2016-11-30,York,Church Street,Wednesday,4162,172928
2016-11-30,York,Coney Street,Wednesday,25641,370872
2016-11-30,York,Micklegate,Wednesday,6438,647147
2016-11-30,York,Parliament Street,Wednesday,21462,783005
2016-11-30,York,Stonegate,Wednesday,17775,318023
2016-12-05,York,Church Street,Monday,4775,727952
2016-12-05,York,Coney Street,Monday,27769,590687
2016-12-05,York,Micklegate,Monday,6638,736788
2016-12-05,York,Parliament Street,Monday,24141,271885
2016-12-05,York,Stonegate,Monday,20903,674538
2016-12-06,York,Church Street,Tuesday,3988,730349
2016-12-06,York,Coney Street,Tuesday,24439,596733
2016-12-06,York,Micklegate,Tuesday,5476,554857
2016-12-06,York,Parliament Street,Tuesday,20552,127216
2016-12-06,York,Stonegate,Tuesday,17300,555077
2016-12-07,York,Church Street,Wednesday,4305,121710
2016-12-07,York,Coney Street,Wednesday,27087,938517
2016-12-07,York,Micklegate,Wednesday,6917,258102
2016-12-07,York,Parliament Street,Wednesday,21620,273780
2016-12-07,York,Stonegate,Wednesday,20380,218548
2016-12-08,York,Church Street,Thursday,4763,109191
2016-12-08,York,Coney Street,Thursday,27910,744324
2016-12-08,York,Micklegate,Thursday,6982,929243
2016-12-08,York,Parliament Street,Thursday,23916,25398
2016-12-08,York,Stonegate,Thursday,21037,255010
2016-12-09,York,Church Street,Friday,5444,519110
2016-12-09,York,Coney Street,Friday,31545,351639
2016-12-09,York,Micklegate,Friday,8928,901583
2016-12-09,York,Parliament Street,Friday,25320,674607
2016-12-09,York,Stonegate,Friday,23047,592576
2016-12-10,York,Church Street,Saturday,6452,13568
2016-12-10,York,Coney Street,Saturday,50312,910675
2016-12-10,York,Micklegate,Saturday,12291,203246
2016-12-10,York,Parliament Street,Saturday,41336,632072
2016-12-10,York,Stonegate,Saturday,39240,539470
2016-12-11,York,Church Street,Sunday,4161,75579
2016-12-11,York,Coney Street,Sunday,34784,987899
2016-12-11,York,Micklegate,Sunday,7916,105947
2016-12-11,York,Parliament Street,Sunday,31310,994889
2016-12-11,York,Stonegate,Sunday,31329,1504
2016-12-12,York,Church Street,Monday,4157,140174
2016-12-12,York,Coney Street,Monday,27196,298990
2016-12-12,York,Micklegate,Monday,6572,917917
2016-12-12,York,Parliament Street,Monday,22037,546914
2016-12-12,York,Stonegate,Monday,19628,577561
2016-12-13,York,Church Street,Tuesday,4085,940139
2016-12-13,York,Coney Street,Tuesday,25134,519223
2016-12-13,York,Micklegate,Tuesday,6209,519560
2016-12-13,York,Parliament Street,Tuesday,20797,411148
2016-12-13,York,Stonegate,Tuesday,18193,152584
2016-12-14,York,Church Street,Wednesday,4467,84966
2016-12-14,York,Coney Street,Wednesday,27401,430517
2016-12-14,York,Micklegate,Wednesday,7037,210999
2016-12-14,York,Parliament Street,Wednesday,22286,808951
2016-12-14,York,Stonegate,Wednesday,19911,686390
2016-12-15,York,Church Street,Thursday,4842,881388
2016-12-15,York,Coney Street,Thursday,30909,905926
2016-12-15,York,Micklegate,Thursday,7495,640307
2016-12-15,York,Parliament Street,Thursday,23373,29633
2016-12-15,York,Stonegate,Thursday,23211,724683
2016-12-16,York,Church Street,Friday,5109,223253
2016-12-16,York,Coney Street,Friday,33602,827454
2016-12-16,York,Micklegate,Friday,9275,235334
2016-12-16,York,Parliament Street,Friday,26332,3329
2016-12-16,York,Stonegate,Friday,24745,843584
2016-12-17,York,Church Street,Saturday,5303,884377
2016-12-17,York,Coney Street,Saturday,45107,201274
2016-12-17,York,Micklegate,Saturday,9971,501464
2016-12-17,York,Parliament Street,Saturday,32190,861315
2016-12-17,York,Stonegate,Saturday,33951,902985
2016-12-18,York,Church Street,Sunday,4278,55701
2016-12-18,York,Coney Street,Sunday,31868,585006
2016-12-18,York,Micklegate,Sunday,7274,NA
2016-12-18,York,Parliament Street,Sunday,23620,653537
2016-12-18,York,Stonegate,Sunday,26927,801067
2016-12-19,York,Church Street,Monday,5122,318493
2016-12-19,York,Coney Street,Monday,35267,577379
2016-12-19,York,Micklegate,Monday,7932,37560
2016-12-19,York,Parliament Street,Monday,27972,750118
2016-12-19,York,Stonegate,Monday,25147,654627
2016-12-20,York,Church Street,Tuesday,4158,371094
2016-12-20,York,Coney Street,Tuesday,33516,653516
2016-12-20,York,Micklegate,Tuesday,7564,935185
2016-12-20,York,Parliament Street,Tuesday,26432,756015
2016-12-20,York,Stonegate,Tuesday,23992,789749
2016-12-21,York,Church Street,Wednesday,5411,386135
2016-12-21,York,Coney Street,Wednesday,34009,220880
2016-12-21,York,Micklegate,Wednesday,7875,909278
2016-12-21,York,Parliament Street,Wednesday,25165,814683
2016-12-21,York,Stonegate,Wednesday,24531,25439
2016-12-22,York,Church Street,Thursday,5794,278135
2016-12-22,York,Coney Street,Thursday,38410,424089
2016-12-22,York,Micklegate,Thursday,7748,877401
2016-12-22,York,Parliament Street,Thursday,24924,392040
2016-12-22,York,Stonegate,Thursday,26582,596934
2016-12-23,York,Church Street,Friday,5489,45195
2016-12-23,York,Coney Street,Friday,34488,163324
2016-12-23,York,Micklegate,Friday,7833,887318
2016-12-23,York,Parliament Street,Friday,24218,316077
2016-12-23,York,Stonegate,Friday,24393,446980
2016-12-24,York,Church Street,Saturday,5370,424339
2016-12-24,York,Coney Street,Saturday,29072,243700
2016-12-24,York,Micklegate,Saturday,5797,986771
2016-12-24,York,Parliament Street,Saturday,17800,908959
2016-12-24,York,Stonegate,Saturday,22868,194914
2016-12-25,York,Church Street,Sunday,402,845353
2016-12-25,York,Coney Street,Sunday,3028,914260
2016-12-25,York,Micklegate,Sunday,1999,467541
2016-12-25,York,Parliament Street,Sunday,1377,708981
2016-12-25,York,Stonegate,Sunday,3683,765970
2017-01-01,York,Church Street,Sunday,2946,984943
2017-01-01,York,Coney Street,Sunday,13704,377329
2017-01-01,York,Micklegate,Sunday,5671,570604
2017-01-01,York,Parliament Street,Sunday,6872,15627
2017-01-01,York,Stonegate,Sunday,10600,43077
2016-12-26,York,Church Street,Monday,3109,869189
2016-12-26,York,Coney Street,Monday,22499,691167
2016-12-26,York,Micklegate,Monday,4420,919348
2016-12-26,York,Parliament Street,Monday,11460,974964
2016-12-26,York,Stonegate,Monday,14297,321188
2016-12-27,York,Church Street,Tuesday,4077,732782
2016-12-27,York,Coney Street,Tuesday,32248,750801
2016-12-27,York,Micklegate,Tuesday,6874,575619
2016-12-27,York,Parliament Street,Tuesday,20237,422043
2016-12-27,York,Stonegate,Tuesday,24632,254912
2016-12-28,York,Church Street,Wednesday,4191,355116
2016-12-28,York,Coney Street,Wednesday,33973,234398
2016-12-28,York,Micklegate,Wednesday,7889,504931
2016-12-28,York,Parliament Street,Wednesday,20178,405134
2016-12-28,York,Stonegate,Wednesday,26469,887682
2016-12-29,York,Church Street,Thursday,4207,691853
2016-12-29,York,Coney Street,Thursday,31339,973577
2016-12-29,York,Micklegate,Thursday,7979,329689
2016-12-29,York,Parliament Street,Thursday,20811,332852
2016-12-29,York,Stonegate,Thursday,25676,944803
2016-12-30,York,Church Street,Friday,3908,548168
2016-12-30,York,Coney Street,Friday,31527,730395
2016-12-30,York,Micklegate,Friday,7148,170834
2016-12-30,York,Parliament Street,Friday,20373,205704
2016-12-30,York,Stonegate,Friday,25611,877684
2016-12-31,York,Church Street,Saturday,4278,591800
2016-12-31,York,Coney Street,Saturday,30218,108728
2016-12-31,York,Micklegate,Saturday,8259,265066
2016-12-31,York,Parliament Street,Saturday,18408,903576
2016-12-31,York,Stonegate,Saturday,24635,641083
2017-01-02,York,Church Street,Monday,3757,961036
2017-01-02,York,Coney Street,Monday,22723,857639
2017-01-02,York,Micklegate,Monday,4659,214992
2017-01-02,York,Parliament Street,Monday,12370,879281
2017-01-02,York,Stonegate,Monday,18116,625848
2017-01-03,York,Church Street,Tuesday,2475,739475
2017-01-03,York,Coney Street,Tuesday,20666,133451
2017-01-03,York,Micklegate,Tuesday,5605,884518
2017-01-03,York,Parliament Street,Tuesday,15809,421659
2017-01-03,York,Stonegate,Tuesday,13794,135865
2017-01-04,York,Church Street,Wednesday,3080,335255
2017-01-04,York,Coney Street,Wednesday,19222,182973
2017-01-04,York,Micklegate,Wednesday,5132,619319
2017-01-04,York,Parliament Street,Wednesday,16000,918203
2017-01-04,York,Stonegate,Wednesday,12169,627618
2017-01-05,York,Church Street,Thursday,4029,596057
2017-01-05,York,Coney Street,Thursday,18581,850355
2017-01-05,York,Micklegate,Thursday,5058,404024
2017-01-05,York,Parliament Street,Thursday,12476,976392
2017-01-05,York,Stonegate,Thursday,11751,885556
2017-01-06,York,Church Street,Friday,4143,572075
2017-01-06,York,Coney Street,Friday,17058,473569
2017-01-06,York,Micklegate,Friday,5716,267361
2017-01-06,York,Parliament Street,Friday,13292,416652
2017-01-06,York,Stonegate,Friday,12272,261179
2017-01-07,York,Church Street,Saturday,6269,78658
2017-01-07,York,Coney Street,Saturday,28377,923107
2017-01-07,York,Micklegate,Saturday,7747,694227
2017-01-07,York,Parliament Street,Saturday,18554,351111
2017-01-07,York,Stonegate,Saturday,22653,562488
2017-01-08,York,Church Street,Sunday,2842,589554
2017-01-08,York,Coney Street,Sunday,16492,729480
2017-01-08,York,Micklegate,Sunday,4632,537128
2017-01-08,York,Parliament Street,Sunday,8949,933695
2017-01-08,York,Stonegate,Sunday,12598,966411
2017-01-09,York,Church Street,Monday,3365,914651
2017-01-09,York,Coney Street,Monday,15594,500249
2017-01-09,York,Micklegate,Monday,4786,876893
2017-01-09,York,Parliament Street,Monday,12914,NA
2017-01-09,York,Stonegate,Monday,8906,173028
2017-01-10,York,Church Street,Tuesday,4048,683846
2017-01-10,York,Coney Street,Tuesday,16925,310837
2017-01-10,York,Micklegate,Tuesday,4951,722578
2017-01-10,York,Parliament Street,Tuesday,14440,847386
2017-01-10,York,Stonegate,Tuesday,10081,618459
2017-01-11,York,Church Street,Wednesday,3794,227005
2017-01-11,York,Coney Street,Wednesday,16081,716244
2017-01-11,York,Micklegate,Wednesday,4953,134593
2017-01-11,York,Parliament Street,Wednesday,13410,22187
2017-01-11,York,Stonegate,Wednesday,8931,804591
2017-01-12,York,Church Street,Thursday,3848,811810
2017-01-12,York,Coney Street,Thursday,16740,647232
2017-01-12,York,Micklegate,Thursday,4834,694071
2017-01-12,York,Parliament Street,Thursday,12825,705072
2017-01-12,York,Stonegate,Thursday,9621,240371
2017-01-13,York,Church Street,Friday,3512,752421
2017-01-13,York,Coney Street,Friday,17933,919641
2017-01-13,York,Micklegate,Friday,6067,259504
2017-01-13,York,Parliament Street,Friday,13357,749559
2017-01-13,York,Stonegate,Friday,11104,944066
2017-01-14,York,Church Street,Saturday,5305,862665
2017-01-14,York,Coney Street,Saturday,32399,5925
2017-01-14,York,Micklegate,Saturday,8769,945287
2017-01-14,York,Parliament Street,Saturday,20466,730378
2017-01-14,York,Stonegate,Saturday,23385,268931
2017-01-15,York,Church Street,Sunday,3207,736896
2017-01-15,York,Coney Street,Sunday,17807,808250
2017-01-15,York,Micklegate,Sunday,4828,591325
2017-01-15,York,Parliament Street,Sunday,9567,684793
2017-01-15,York,Stonegate,Sunday,13148,498963
2017-01-16,York,Church Street,Monday,3525,604723
2017-01-16,York,Coney Street,Monday,15067,553424
2017-01-16,York,Micklegate,Monday,4320,366420
2017-01-16,York,Parliament Street,Monday,13044,191194
2017-01-16,York,Stonegate,Monday,8942,159834
2017-01-17,York,Church Street,Tuesday,3409,823981
2017-01-17,York,Coney Street,Tuesday,15496,528509
2017-01-17,York,Micklegate,Tuesday,4671,873555
2017-01-17,York,Parliament Street,Tuesday,12817,595582
2017-01-17,York,Stonegate,Tuesday,9543,960978
2017-01-18,York,Church Street,Wednesday,3787,476825
2017-01-18,York,Coney Street,Wednesday,17730,974037
2017-01-18,York,Micklegate,Wednesday,5294,462533
2017-01-18,York,Parliament Street,Wednesday,14226,70816
2017-01-18,York,Stonegate,Wednesday,10554,987300
2017-01-19,York,Church Street,Thursday,3964,182443
2017-01-19,York,Coney Street,Thursday,18166,194550
2017-01-19,York,Micklegate,Thursday,5802,913757
2017-01-19,York,Parliament Street,Thursday,14224,868005
2017-01-19,York,Stonegate,Thursday,10313,632651
2017-01-20,York,Church Street,Friday,5292,828885
2017-01-20,York,Coney Street,Friday,21953,894622
2017-01-20,York,Micklegate,Friday,7317,939064
2017-01-20,York,Parliament Street,Friday,16846,99621
2017-01-20,York,Stonegate,Friday,14757,833377
2017-01-21,York,Church Street,Saturday,6284,384674
2017-01-21,York,Coney Street,Saturday,32949,77154
2017-01-21,York,Micklegate,Saturday,9379,336597
2017-01-21,York,Parliament Street,Saturday,20529,392430
2017-01-21,York,Stonegate,Saturday,27357,26391
2017-01-22,York,Church Street,Sunday,3397,823080
2017-01-22,York,Coney Street,Sunday,19153,486513
2017-01-22,York,Micklegate,Sunday,5151,852011
2017-01-22,York,Parliament Street,Sunday,10885,496706
2017-01-22,York,Stonegate,Sunday,14486,646625
2017-01-23,York,Church Street,Monday,3430,133415
2017-01-23,York,Coney Street,Monday,16421,583269
2017-01-23,York,Micklegate,Monday,4449,305785
2017-01-23,York,Parliament Street,Monday,14483,696887
2017-01-23,York,Stonegate,Monday,9210,916074
2017-01-24,York,Church Street,Tuesday,3610,146052
2017-01-24,York,Coney Street,Tuesday,15482,265960
2017-01-24,York,Micklegate,Tuesday,4631,155902
2017-01-24,York,Parliament Street,Tuesday,12361,74089
2017-01-24,York,Stonegate,Tuesday,9579,754480
2017-01-25,York,Church Street,Wednesday,4089,391183
2017-01-25,York,Coney Street,Wednesday,17206,500162
2017-01-25,York,Micklegate,Wednesday,5296,777020
2017-01-25,York,Parliament Street,Wednesday,14617,61342
2017-01-25,York,Stonegate,Wednesday,10467,158830
2017-01-26,York,Church Street,Thursday,3674,692567
2017-01-26,York,Coney Street,Thursday,15880,427965
2017-01-26,York,Micklegate,Thursday,5425,609499
2017-01-26,York,Parliament Street,Thursday,12138,363176
2017-01-26,York,Stonegate,Thursday,9389,537365
2017-01-27,York,Church Street,Friday,4815,375579
2017-01-27,York,Coney Street,Friday,18771,129048
2017-01-27,York,Micklegate,Friday,7172,892655
2017-01-27,York,Parliament Street,Friday,14816,274239
2017-01-27,York,Stonegate,Friday,13360,882572
2017-01-28,York,Church Street,Saturday,6852,140517
2017-01-28,York,Coney Street,Saturday,33814,126110
2017-01-28,York,Micklegate,Saturday,9379,482119
2017-01-28,York,Parliament Street,Saturday,21782,346319
2017-01-28,York,Stonegate,Saturday,29464,712146
2017-01-29,York,Church Street,Sunday,4548,247271
2017-01-29,York,Coney Street,Sunday,21943,688313
2017-01-29,York,Micklegate,Sunday,6644,980742
2017-01-29,York,Parliament Street,Sunday,18249,226297
2017-01-29,York,Stonegate,Sunday,16901,208727
2017-02-01,York,Church Street,Wednesday,3793,439845
2017-02-01,York,Coney Street,Wednesday,16777,220093
2017-02-01,York,Micklegate,Wednesday,5092,702230
2017-02-01,York,Parliament Street,Wednesday,13921,42852
2017-02-01,York,Stonegate,Wednesday,10365,52144
2017-02-02,York,Church Street,Thursday,3891,739970
2017-02-02,York,Coney Street,Thursday,16821,869481
2017-02-02,York,Micklegate,Thursday,5478,520576
2017-02-02,York,Parliament Street,Thursday,13287,636063
2017-02-02,York,Stonegate,Thursday,10041,745397
2017-02-03,York,Church Street,Friday,4588,127529
2017-02-03,York,Coney Street,Friday,21276,241998
2017-02-03,York,Micklegate,Friday,7336,348745
2017-02-03,York,Parliament Street,Friday,22222,776360
2017-02-03,York,Stonegate,Friday,13473,663524
2017-02-04,York,Church Street,Saturday,6347,6403
2017-02-04,York,Coney Street,Saturday,35853,778907
2017-02-04,York,Micklegate,Saturday,11266,136976
2017-02-04,York,Parliament Street,Saturday,32713,812884
2017-02-04,York,Stonegate,Saturday,27427,111946
2017-02-05,York,Church Street,Sunday,4017,535416
2017-02-05,York,Coney Street,Sunday,20185,801332
2017-02-05,York,Micklegate,Sunday,5206,729268
2017-02-05,York,Parliament Street,Sunday,12432,854334
2017-02-05,York,Stonegate,Sunday,14986,917475
2017-01-30,York,Church Street,Monday,4464,595459
2017-01-30,York,Coney Street,Monday,18798,204489
2017-01-30,York,Micklegate,Monday,4342,952457
2017-01-30,York,Parliament Street,Monday,15072,390867
2017-01-30,York,Stonegate,Monday,10207,515087
2017-01-31,York,Church Street,Tuesday,3619,10095
2017-01-31,York,Coney Street,Tuesday,14801,224227
2017-01-31,York,Micklegate,Tuesday,4047,633775
2017-01-31,York,Parliament Street,Tuesday,12997,241993
2017-01-31,York,Stonegate,Tuesday,9046,362236
2017-02-06,York,Church Street,Monday,4037,625652
2017-02-06,York,Coney Street,Monday,16651,332982
2017-02-06,York,Micklegate,Monday,4691,948892
2017-02-06,York,Parliament Street,Monday,13374,56169
2017-02-06,York,Stonegate,Monday,9213,705917
2017-02-07,York,Church Street,Tuesday,3766,584776
2017-02-07,York,Coney Street,Tuesday,16787,995574
2017-02-07,York,Micklegate,Tuesday,4897,960902
2017-02-07,York,Parliament Street,Tuesday,14371,38872
2017-02-07,York,Stonegate,Tuesday,10098,336170
2017-02-08,York,Church Street,Wednesday,3889,372991
2017-02-08,York,Coney Street,Wednesday,17829,335796
2017-02-08,York,Micklegate,Wednesday,5302,504610
2017-02-08,York,Parliament Street,Wednesday,13638,898342
2017-02-08,York,Stonegate,Wednesday,10187,44853
2017-02-09,York,Church Street,Thursday,3749,259123
2017-02-09,York,Coney Street,Thursday,16898,149211
2017-02-09,York,Micklegate,Thursday,4863,918809
2017-02-09,York,Parliament Street,Thursday,12724,628458
2017-02-09,York,Stonegate,Thursday,9197,780073
2017-02-10,York,Church Street,Friday,4330,539509
2017-02-10,York,Coney Street,Friday,19148,736117
2017-02-10,York,Micklegate,Friday,6478,829726
2017-02-10,York,Parliament Street,Friday,16019,175103
2017-02-10,York,Stonegate,Friday,13400,430815
2017-02-11,York,Church Street,Saturday,6494,853528
2017-02-11,York,Coney Street,Saturday,30567,709113
2017-02-11,York,Micklegate,Saturday,8768,686343
2017-02-11,York,Parliament Street,Saturday,21598,991166
2017-02-11,York,Stonegate,Saturday,25293,836477
2017-02-12,York,Church Street,Sunday,3487,824597
2017-02-12,York,Coney Street,Sunday,16850,390445
2017-02-12,York,Micklegate,Sunday,5162,305208
2017-02-12,York,Parliament Street,Sunday,11431,458948
2017-02-12,York,Stonegate,Sunday,13457,192174
2017-02-13,York,Church Street,Monday,4699,898511
2017-02-13,York,Coney Street,Monday,23609,180034
2017-02-13,York,Micklegate,Monday,6123,259313
2017-02-13,York,Parliament Street,Monday,25533,367687
2017-02-13,York,Stonegate,Monday,15107,629202
2017-02-14,York,Church Street,Tuesday,4954,157394
2017-02-14,York,Coney Street,Tuesday,24591,373057
2017-02-14,York,Micklegate,Tuesday,5412,394468
2017-02-14,York,Parliament Street,Tuesday,30857,337262
2017-02-14,York,Stonegate,Tuesday,18239,780596
2017-02-15,York,Church Street,Wednesday,5284,787365
2017-02-15,York,Coney Street,Wednesday,20525,968062
2017-02-15,York,Micklegate,Wednesday,6329,982793
2017-02-15,York,Parliament Street,Wednesday,18072,278633
2017-02-15,York,Stonegate,Wednesday,14872,173969
2017-02-16,York,Church Street,Thursday,4902,789796
2017-02-16,York,Coney Street,Thursday,20780,437603
2017-02-16,York,Micklegate,Thursday,7149,377516
2017-02-16,York,Parliament Street,Thursday,17500,250209
2017-02-16,York,Stonegate,Thursday,14586,673488
2017-02-17,York,Church Street,Friday,5697,794780
2017-02-17,York,Coney Street,Friday,26624,931186
2017-02-17,York,Micklegate,Friday,8456,49039
2017-02-17,York,Parliament Street,Friday,20570,728690
2017-02-17,York,Stonegate,Friday,17972,505944
2017-02-18,York,Church Street,Saturday,5264,10587
2017-02-18,York,Coney Street,Saturday,38059,664416
2017-02-18,York,Micklegate,Saturday,10240,359563
2017-02-18,York,Parliament Street,Saturday,31717,364617
2017-02-18,York,Stonegate,Saturday,29910,136728
2017-02-19,York,Church Street,Sunday,4619,909336
2017-02-19,York,Coney Street,Sunday,22240,718567
2017-02-19,York,Micklegate,Sunday,6523,718023
2017-02-19,York,Parliament Street,Sunday,16592,18047
2017-02-19,York,Stonegate,Sunday,17468,794032
2017-02-20,York,Church Street,Monday,4646,139228
2017-02-20,York,Coney Street,Monday,23413,7221
2017-02-20,York,Micklegate,Monday,6005,722479
2017-02-20,York,Parliament Street,Monday,20082,177955
2017-02-20,York,Stonegate,Monday,15895,980575
2017-02-21,York,Church Street,Tuesday,4404,47566
2017-02-21,York,Coney Street,Tuesday,22571,694539
2017-02-21,York,Micklegate,Tuesday,6371,663332
2017-02-21,York,Parliament Street,Tuesday,18646,190958
2017-02-21,York,Stonegate,Tuesday,15974,792467
2017-02-22,York,Church Street,Wednesday,4789,155631
2017-02-22,York,Coney Street,Wednesday,24436,432178
2017-02-22,York,Micklegate,Wednesday,7436,568214
2017-02-22,York,Parliament Street,Wednesday,24212,239350
2017-02-22,York,Stonegate,Wednesday,17271,282041
2017-02-23,York,Church Street,Thursday,4264,520181
2017-02-23,York,Coney Street,Thursday,17939,197128
2017-02-23,York,Micklegate,Thursday,6256,460051
2017-02-23,York,Parliament Street,Thursday,14752,728851
2017-02-23,York,Stonegate,Thursday,13315,779745
2017-02-24,York,Church Street,Friday,5671,901293
2017-02-24,York,Coney Street,Friday,28851,678091
2017-02-24,York,Micklegate,Friday,9604,236883
2017-02-24,York,Parliament Street,Friday,27290,638152
2017-02-24,York,Stonegate,Friday,21481,432955
2017-02-25,York,Church Street,Saturday,5735,594973
2017-02-25,York,Coney Street,Saturday,37199,135879
2017-02-25,York,Micklegate,Saturday,11155,880690
2017-02-25,York,Parliament Street,Saturday,28168,547507
2017-02-25,York,Stonegate,Saturday,30639,528365
2017-02-26,York,Church Street,Sunday,4170,22311
2017-02-26,York,Coney Street,Sunday,20370,651708
2017-02-26,York,Micklegate,Sunday,6287,10340
2017-02-26,York,Parliament Street,Sunday,13695,459764
2017-02-26,York,Stonegate,Sunday,16228,518319
2017-03-01,York,Church Street,Wednesday,4096,624813
2017-03-01,York,Coney Street,Wednesday,18891,429763
2017-03-01,York,Micklegate,Wednesday,5675,666274
2017-03-01,York,Parliament Street,Wednesday,16125,653212
2017-03-01,York,Stonegate,Wednesday,11306,792464
2017-03-02,York,Church Street,Thursday,3864,973527
2017-03-02,York,Coney Street,Thursday,18462,532881
2017-03-02,York,Micklegate,Thursday,6480,168548
2017-03-02,York,Parliament Street,Thursday,21801,401769
2017-03-02,York,Stonegate,Thursday,11206,164538
2017-03-03,York,Church Street,Friday,5178,919944
2017-03-03,York,Coney Street,Friday,19192,118524
2017-03-03,York,Micklegate,Friday,6317,876872
