Date,SiteName,LocationName,WeekDay,TotalCount,Recording_ID
2015-10-06,York,Parliament Street,Tuesday,18909,809202
2015-10-06,York,Stonegate,Tuesday,13600,597017
2015-10-07,York,Church Street,Wednesday,3900,387286
2015-10-07,York,Coney Street,Wednesday,22181,421235
2015-10-07,York,Micklegate,Wednesday,5262,605036
2015-10-07,York,Parliament Street,Wednesday,16646,149581
2015-10-07,York,Stonegate,Wednesday,13810,565398
2015-10-08,York,Church Street,Thursday,4074,435080
2015-10-08,York,Coney Street,Thursday,24382,769454
2015-10-08,York,Micklegate,Thursday,6986,600177
2015-10-08,York,Parliament Street,Thursday,25350,927219
2015-10-08,York,Stonegate,Thursday,15046,872270
2015-10-09,York,Church Street,Friday,4983,933078
2015-10-09,York,Coney Street,Friday,28019,369947
2015-10-09,York,Micklegate,Friday,8124,5269
2015-10-09,York,Parliament Street,Friday,30604,449480
2015-10-09,York,Stonegate,Friday,17578,2130
2015-10-10,York,Church Street,Saturday,5569,460178
2015-10-10,York,Coney Street,Saturday,42864,53076
2015-10-10,York,Micklegate,Saturday,9945,825341
2015-10-10,York,Parliament Street,Saturday,35988,142724
2015-10-10,York,Stonegate,Saturday,31404,818485
2015-10-11,York,Church Street,Sunday,3462,700137
2015-10-11,York,Coney Street,Sunday,25885,305276
2015-10-11,York,Micklegate,Sunday,5993,959821
2015-10-11,York,Parliament Street,Sunday,21052,876691
2015-10-11,York,Stonegate,Sunday,19423,579167
2015-10-12,York,Church Street,Monday,4043,993918
2015-10-12,York,Coney Street,Monday,23724,114568
2015-10-12,York,Micklegate,Monday,5481,935992
2015-10-12,York,Parliament Street,Monday,20640,691843
2015-10-12,York,Stonegate,Monday,14946,NA
2015-10-13,York,Church Street,Tuesday,3967,755363
2015-10-13,York,Coney Street,Tuesday,22881,964013
2015-10-13,York,Micklegate,Tuesday,6060,269577
2015-10-13,York,Parliament Street,Tuesday,18523,48305
2015-10-13,York,Stonegate,Tuesday,15210,409939
2015-10-14,York,Church Street,Wednesday,4380,59572
2015-10-14,York,Coney Street,Wednesday,24788,849128
2015-10-14,York,Micklegate,Wednesday,5938,307196
2015-10-14,York,Parliament Street,Wednesday,24416,167319
2015-10-14,York,Stonegate,Wednesday,15686,679404
2015-10-15,York,Church Street,Thursday,4102,982970
2015-10-15,York,Coney Street,Thursday,22350,851033
2015-10-15,York,Micklegate,Thursday,5972,793356
2015-10-15,York,Parliament Street,Thursday,19241,886626
2015-10-15,York,Stonegate,Thursday,14468,623018
2015-10-16,York,Church Street,Friday,4870,375306
2015-10-16,York,Coney Street,Friday,25288,217209
2015-10-16,York,Micklegate,Friday,6838,767407
2015-10-16,York,Parliament Street,Friday,20009,138836
2015-10-16,York,Stonegate,Friday,17599,193749
2015-10-17,York,Church Street,Saturday,5614,640155
2015-10-17,York,Coney Street,Saturday,40133,537407
2015-10-17,York,Micklegate,Saturday,9035,682015
2015-10-17,York,Parliament Street,Saturday,28963,125796
2015-10-17,York,Stonegate,Saturday,31632,290614
2015-10-18,York,Church Street,Sunday,3675,104213
2015-10-18,York,Coney Street,Sunday,24511,521277
2015-10-18,York,Micklegate,Sunday,5067,379392
2015-10-18,York,Parliament Street,Sunday,14174,77271
2015-10-18,York,Stonegate,Sunday,18757,580827
2015-10-19,York,Church Street,Monday,3935,894197
2015-10-19,York,Coney Street,Monday,22772,497742
2015-10-19,York,Micklegate,Monday,5408,954249
2015-10-19,York,Parliament Street,Monday,21850,177409
2015-10-19,York,Stonegate,Monday,14193,902762
2015-10-20,York,Church Street,Tuesday,4068,953613
2015-10-20,York,Coney Street,Tuesday,23082,460275
2015-10-20,York,Micklegate,Tuesday,5522,646819
2015-10-20,York,Parliament Street,Tuesday,22522,210475
2015-10-20,York,Stonegate,Tuesday,14829,821775
2015-10-21,York,Church Street,Wednesday,4292,770262
2015-10-21,York,Coney Street,Wednesday,23620,910245
2015-10-21,York,Micklegate,Wednesday,5784,650520
2015-10-21,York,Parliament Street,Wednesday,23533,704444
2015-10-21,York,Stonegate,Wednesday,14130,71909
2015-10-22,York,Church Street,Thursday,4056,295787
2015-10-22,York,Coney Street,Thursday,23229,718428
2015-10-22,York,Micklegate,Thursday,6616,217359
2015-10-22,York,Parliament Street,Thursday,23457,739613
2015-10-22,York,Stonegate,Thursday,15302,479427
2015-10-23,York,Church Street,Friday,4337,959865
2015-10-23,York,Coney Street,Friday,28180,759012
2015-10-23,York,Micklegate,Friday,7899,954407
2015-10-23,York,Parliament Street,Friday,20431,40506
2015-10-23,York,Stonegate,Friday,18145,849658
2015-10-24,York,Church Street,Saturday,5655,576477
2015-10-24,York,Coney Street,Saturday,40030,879334
2015-10-24,York,Micklegate,Saturday,9204,257832
2015-10-24,York,Parliament Street,Saturday,28884,206341
2015-10-24,York,Stonegate,Saturday,32782,209668
2015-10-25,York,Church Street,Sunday,4110,736888
2015-10-25,York,Coney Street,Sunday,28098,501177
2015-10-25,York,Micklegate,Sunday,6818,803314
2015-10-25,York,Parliament Street,Sunday,20212,302476
2015-10-25,York,Stonegate,Sunday,22227,967296
2015-11-01,York,Church Street,Sunday,4009,743830
2015-11-01,York,Coney Street,Sunday,25722,25475
2015-11-01,York,Micklegate,Sunday,6261,275279
2015-11-01,York,Parliament Street,Sunday,16810,369960
2015-11-01,York,Stonegate,Sunday,18052,434045
2015-10-26,York,Church Street,Monday,5137,228918
2015-10-26,York,Coney Street,Monday,32070,884722
2015-10-26,York,Micklegate,Monday,7607,15242
2015-10-26,York,Parliament Street,Monday,30433,700383
2015-10-26,York,Stonegate,Monday,23866,936681
2015-10-27,York,Church Street,Tuesday,4821,711991
2015-10-27,York,Coney Street,Tuesday,29746,695729
2015-10-27,York,Micklegate,Tuesday,7341,766616
2015-10-27,York,Parliament Street,Tuesday,26226,872653
2015-10-27,York,Stonegate,Tuesday,23958,353482
2015-10-28,York,Church Street,Wednesday,4998,458671
2015-10-28,York,Coney Street,Wednesday,30682,987450
2015-10-28,York,Micklegate,Wednesday,6844,879596
2015-10-28,York,Parliament Street,Wednesday,26337,126485
2015-10-28,York,Stonegate,Wednesday,25233,781818
2015-10-29,York,Church Street,Thursday,5368,696724
2015-10-29,York,Coney Street,Thursday,33191,35571
2015-10-29,York,Micklegate,Thursday,7999,785397
2015-10-29,York,Parliament Street,Thursday,25612,504438
2015-10-29,York,Stonegate,Thursday,26090,499640
2015-10-30,York,Church Street,Friday,5750,840221
2015-10-30,York,Coney Street,Friday,31535,898544
2015-10-30,York,Micklegate,Friday,9485,636666
2015-10-30,York,Parliament Street,Friday,33421,43656
2015-10-30,York,Stonegate,Friday,27381,886427
2015-10-31,York,Church Street,Saturday,5589,540560
2015-10-31,York,Coney Street,Saturday,45696,650816
2015-10-31,York,Micklegate,Saturday,9983,505187
2015-10-31,York,Parliament Street,Saturday,36428,501689
2015-10-31,York,Stonegate,Saturday,36646,662973
2015-11-02,York,Church Street,Monday,4948,976074
2015-11-02,York,Coney Street,Monday,22664,731106
2015-11-02,York,Micklegate,Monday,5169,36527
2015-11-02,York,Parliament Street,Monday,18195,447014
2015-11-02,York,Stonegate,Monday,12837,412701
2015-11-03,York,Church Street,Tuesday,4596,257868
2015-11-03,York,Coney Street,Tuesday,22901,899439
2015-11-03,York,Micklegate,Tuesday,5368,710154
2015-11-03,York,Parliament Street,Tuesday,18617,897300
2015-11-03,York,Stonegate,Tuesday,13233,737735
2015-11-04,York,Church Street,Wednesday,4538,336965
2015-11-04,York,Coney Street,Wednesday,24447,742056
2015-11-04,York,Micklegate,Wednesday,6022,396929
2015-11-04,York,Parliament Street,Wednesday,19366,242148
2015-11-04,York,Stonegate,Wednesday,13335,805530
2015-11-05,York,Church Street,Thursday,4284,NA
2015-11-05,York,Coney Street,Thursday,19172,585044
2015-11-05,York,Micklegate,Thursday,6002,647693
2015-11-05,York,Parliament Street,Thursday,17253,870368
2015-11-05,York,Stonegate,Thursday,12913,570315
2015-11-06,York,Church Street,Friday,4478,883927
2015-11-06,York,Coney Street,Friday,28161,351586
2015-11-06,York,Micklegate,Friday,7292,812861
2015-11-06,York,Parliament Street,Friday,21395,152389
2015-11-06,York,Stonegate,Friday,18481,120522
2015-11-07,York,Church Street,Saturday,5306,189322
2015-11-07,York,Coney Street,Saturday,40063,364975
2015-11-07,York,Micklegate,Saturday,8675,638730
2015-11-07,York,Parliament Street,Saturday,29169,812297
2015-11-07,York,Stonegate,Saturday,30943,938291
2015-11-08,York,Church Street,Sunday,3338,379938
2015-11-08,York,Coney Street,Sunday,23809,771882
2015-11-08,York,Micklegate,Sunday,4912,32285
2015-11-08,York,Parliament Street,Sunday,15279,265319
2015-11-08,York,Stonegate,Sunday,19503,314579
2015-11-09,York,Church Street,Monday,4046,394862
2015-11-09,York,Coney Street,Monday,22772,64870
2015-11-09,York,Micklegate,Monday,5246,215357
2015-11-09,York,Parliament Street,Monday,23452,909548
2015-11-09,York,Stonegate,Monday,13170,699141
2015-11-10,York,Church Street,Tuesday,3949,430681
2015-11-10,York,Coney Street,Tuesday,22885,276942
2015-11-10,York,Micklegate,Tuesday,5518,545699
2015-11-10,York,Parliament Street,Tuesday,20470,41714
2015-11-10,York,Stonegate,Tuesday,13244,221752
2015-11-11,York,Church Street,Wednesday,4046,724248
2015-11-11,York,Coney Street,Wednesday,24062,435666
2015-11-11,York,Micklegate,Wednesday,6391,351123
2015-11-11,York,Parliament Street,Wednesday,21404,28507
2015-11-11,York,Stonegate,Wednesday,14160,415695
2015-11-12,York,Church Street,Thursday,4096,358830
2015-11-12,York,Coney Street,Thursday,24060,89790
2015-11-12,York,Micklegate,Thursday,6733,949081
2015-11-12,York,Parliament Street,Thursday,20985,788745
2015-11-12,York,Stonegate,Thursday,14480,513988
2015-11-13,York,Church Street,Friday,4845,994158
2015-11-13,York,Coney Street,Friday,23636,331227
2015-11-13,York,Micklegate,Friday,6491,135922
2015-11-13,York,Parliament Street,Friday,19913,393466
2015-11-13,York,Stonegate,Friday,16016,299086
2015-11-14,York,Church Street,Saturday,5707,530765
2015-11-14,York,Coney Street,Saturday,40134,788311
2015-11-14,York,Micklegate,Saturday,8778,102464
2015-11-14,York,Parliament Street,Saturday,29944,514880
2015-11-14,York,Stonegate,Saturday,34884,733812
2015-11-15,York,Church Street,Sunday,3608,74514
2015-11-15,York,Coney Street,Sunday,24658,792941
2015-11-15,York,Micklegate,Sunday,5310,553154
2015-11-15,York,Parliament Street,Sunday,16442,668749
2015-11-15,York,Stonegate,Sunday,19975,269595
2015-11-16,York,Church Street,Monday,3779,35172
2015-11-16,York,Coney Street,Monday,24113,93148
2015-11-16,York,Micklegate,Monday,5417,37641
2015-11-16,York,Parliament Street,Monday,20606,235483
2015-11-16,York,Stonegate,Monday,13766,603295
2015-11-17,York,Church Street,Tuesday,3568,662849
2015-11-17,York,Coney Street,Tuesday,21298,387928
2015-11-17,York,Micklegate,Tuesday,5101,305290
2015-11-17,York,Parliament Street,Tuesday,17415,94964
2015-11-17,York,Stonegate,Tuesday,12796,240118
2015-11-18,York,Church Street,Wednesday,3529,918418
2015-11-18,York,Coney Street,Wednesday,22142,806357
2015-11-18,York,Micklegate,Wednesday,5565,700783
2015-11-18,York,Parliament Street,Wednesday,17380,285404
2015-11-18,York,Stonegate,Wednesday,13954,678888
2015-11-19,York,Church Street,Thursday,4837,9415
2015-11-19,York,Coney Street,Thursday,26395,242968
2015-11-19,York,Micklegate,Thursday,6083,785083
2015-11-19,York,Parliament Street,Thursday,25308,671052
2015-11-19,York,Stonegate,Thursday,16916,544682
2015-11-20,York,Church Street,Friday,5469,892619
2015-11-20,York,Coney Street,Friday,28776,21747
2015-11-20,York,Micklegate,Friday,7090,441823
2015-11-20,York,Parliament Street,Friday,27824,139726
2015-11-20,York,Stonegate,Friday,19616,708396
2015-11-21,York,Church Street,Saturday,6025,623049
2015-11-21,York,Coney Street,Saturday,42464,415129
2015-11-21,York,Micklegate,Saturday,9792,868392
2015-11-21,York,Parliament Street,Saturday,40572,460471
2015-11-21,York,Stonegate,Saturday,38348,706745
2015-11-22,York,Church Street,Sunday,3885,442004
2015-11-22,York,Coney Street,Sunday,27243,420222
2015-11-22,York,Micklegate,Sunday,5836,43402
2015-11-22,York,Parliament Street,Sunday,21683,513639
2015-11-22,York,Stonegate,Sunday,22247,901174
2015-11-23,York,Church Street,Monday,4292,94948
2015-11-23,York,Coney Street,Monday,22796,177601
2015-11-23,York,Micklegate,Monday,4852,906214
2015-11-23,York,Parliament Street,Monday,19944,771114
2015-11-23,York,Stonegate,Monday,15214,874902
2015-11-24,York,Church Street,Tuesday,4287,126366
2015-11-24,York,Coney Street,Tuesday,22951,52549
2015-11-24,York,Micklegate,Tuesday,5235,815927
2015-11-24,York,Parliament Street,Tuesday,18521,204129
2015-11-24,York,Stonegate,Tuesday,15100,274066
2015-11-25,York,Church Street,Wednesday,4504,727499
2015-11-25,York,Coney Street,Wednesday,26714,750062
2015-11-25,York,Micklegate,Wednesday,6090,264167
2015-11-25,York,Parliament Street,Wednesday,21833,329365
2015-11-25,York,Stonegate,Wednesday,16860,216463
2015-11-26,York,Church Street,Thursday,4705,791977
2015-11-26,York,Coney Street,Thursday,28806,513345
2015-11-26,York,Micklegate,Thursday,5992,712821
2015-11-26,York,Parliament Street,Thursday,22717,373811
2015-11-26,York,Stonegate,Thursday,19788,869291
2015-11-27,York,Church Street,Friday,5680,634603
2015-11-27,York,Coney Street,Friday,35557,583522
2015-11-27,York,Micklegate,Friday,7698,272625
2015-11-27,York,Parliament Street,Friday,27582,423986
2015-11-27,York,Stonegate,Friday,24900,421654
2015-11-28,York,Church Street,Saturday,6480,572256
2015-11-28,York,Coney Street,Saturday,47348,388999
2015-11-28,York,Micklegate,Saturday,9730,958323
2015-11-28,York,Parliament Street,Saturday,37639,521879
2015-11-28,York,Stonegate,Saturday,38247,685983
2015-11-29,York,Church Street,Sunday,4775,574724
2015-11-29,York,Coney Street,Sunday,29213,218085
2015-11-29,York,Micklegate,Sunday,5923,38011
2015-11-29,York,Parliament Street,Sunday,24436,522044
2015-11-29,York,Stonegate,Sunday,25505,989703
2015-12-01,York,Church Street,Tuesday,4118,911917
2015-12-01,York,Coney Street,Tuesday,27279,695907
2015-12-01,York,Micklegate,Tuesday,5473,768108
2015-12-01,York,Parliament Street,Tuesday,21937,482619
2015-12-01,York,Stonegate,Tuesday,17405,568701
2015-12-02,York,Church Street,Wednesday,4568,632253
2015-12-02,York,Coney Street,Wednesday,29948,162448
2015-12-02,York,Micklegate,Wednesday,6479,234661
2015-12-02,York,Parliament Street,Wednesday,26094,530239
2015-12-02,York,Stonegate,Wednesday,19301,355863
2015-12-03,York,Church Street,Thursday,4519,305594
2015-12-03,York,Coney Street,Thursday,30305,954203
2015-12-03,York,Micklegate,Thursday,6332,954482
2015-12-03,York,Parliament Street,Thursday,24034,563759
2015-12-03,York,Stonegate,Thursday,20290,286500
2015-12-04,York,Church Street,Friday,5940,260520
2015-12-04,York,Coney Street,Friday,34160,251294
2015-12-04,York,Micklegate,Friday,8158,294941
2015-12-04,York,Parliament Street,Friday,30364,509411
2015-12-04,York,Stonegate,Friday,26523,233518
2015-12-05,York,Church Street,Saturday,6452,136780
2015-12-05,York,Coney Street,Saturday,48557,796410
2015-12-05,York,Micklegate,Saturday,10869,112998
2015-12-05,York,Parliament Street,Saturday,42588,238042
2015-12-05,York,Stonegate,Saturday,43846,285706
2015-12-06,York,Church Street,Sunday,4349,736543
2015-12-06,York,Coney Street,Sunday,32856,228055
2015-12-06,York,Micklegate,Sunday,6699,248230
2015-12-06,York,Parliament Street,Sunday,26288,732528
2015-12-06,York,Stonegate,Sunday,27236,434417
2015-11-30,York,Church Street,Monday,4148,230043
2015-11-30,York,Coney Street,Monday,30399,157865
2015-11-30,York,Micklegate,Monday,4957,342628
2015-11-30,York,Parliament Street,Monday,21219,416518
2015-11-30,York,Stonegate,Monday,18396,154489
2015-12-07,York,Church Street,Monday,4527,627110
2015-12-07,York,Coney Street,Monday,29215,712959
2015-12-07,York,Micklegate,Monday,6247,315137
2015-12-07,York,Parliament Street,Monday,22034,580805
2015-12-07,York,Stonegate,Monday,18832,778396
2015-12-08,York,Church Street,Tuesday,4330,780605
2015-12-08,York,Coney Street,Tuesday,27058,157927
2015-12-08,York,Micklegate,Tuesday,6143,880597
2015-12-08,York,Parliament Street,Tuesday,21784,274383
2015-12-08,York,Stonegate,Tuesday,17847,806413
2015-12-09,York,Church Street,Wednesday,4717,870366
2015-12-09,York,Coney Street,Wednesday,28268,50830
2015-12-09,York,Micklegate,Wednesday,6547,330385
2015-12-09,York,Parliament Street,Wednesday,22041,722995
2015-12-09,York,Stonegate,Wednesday,20097,561518
2015-12-10,York,Church Street,Thursday,4879,257794
2015-12-10,York,Coney Street,Thursday,29669,173100
2015-12-10,York,Micklegate,Thursday,6735,239300
2015-12-10,York,Parliament Street,Thursday,22802,222619
2015-12-10,York,Stonegate,Thursday,19555,806985
2015-12-11,York,Church Street,Friday,6048,339466
2015-12-11,York,Coney Street,Friday,32057,807964
2015-12-11,York,Micklegate,Friday,7515,776072
2015-12-11,York,Parliament Street,Friday,22949,310346
2015-12-11,York,Stonegate,Friday,22871,565455
2015-12-12,York,Church Street,Saturday,6234,968596
2015-12-12,York,Coney Street,Saturday,48920,712186
2015-12-12,York,Micklegate,Saturday,8642,97157
2015-12-12,York,Parliament Street,Saturday,10530,234764
2015-12-12,York,Stonegate,Saturday,41500,928878
2015-12-13,York,Church Street,Sunday,4363,517094
2015-12-13,York,Coney Street,Sunday,33133,411581
2015-12-13,York,Micklegate,Sunday,6599,107099
2015-12-13,York,Parliament Street,Sunday,25207,507697
2015-12-13,York,Stonegate,Sunday,31722,731204
2015-12-14,York,Church Street,Monday,4454,418367
2015-12-14,York,Coney Street,Monday,30849,562966
2015-12-14,York,Micklegate,Monday,6044,191140
2015-12-14,York,Parliament Street,Monday,22090,862774
2015-12-14,York,Stonegate,Monday,20747,102244
2015-12-15,York,Church Street,Tuesday,4283,509042
2015-12-15,York,Coney Street,Tuesday,28940,3571
2015-12-15,York,Micklegate,Tuesday,5937,666061
2015-12-15,York,Parliament Street,Tuesday,20524,538779
2015-12-15,York,Stonegate,Tuesday,19657,163566
2015-12-16,York,Church Street,Wednesday,4334,521086
2015-12-16,York,Coney Street,Wednesday,29393,137734
2015-12-16,York,Micklegate,Wednesday,6492,NA
2015-12-16,York,Parliament Street,Wednesday,21395,843748
2015-12-16,York,Stonegate,Wednesday,18916,596592
2015-12-17,York,Church Street,Thursday,5008,324162
2015-12-17,York,Coney Street,Thursday,34528,896898
2015-12-17,York,Micklegate,Thursday,7043,950073
2015-12-17,York,Parliament Street,Thursday,24173,835326
2015-12-17,York,Stonegate,Thursday,22690,296349
2015-12-18,York,Church Street,Friday,5353,455761
2015-12-18,York,Coney Street,Friday,37530,916552
2015-12-18,York,Micklegate,Friday,8548,126478
2015-12-18,York,Parliament Street,Friday,26999,39251
2015-12-18,York,Stonegate,Friday,25402,802650
2015-12-19,York,Church Street,Saturday,5519,833323
2015-12-19,York,Coney Street,Saturday,48003,636369
2015-12-19,York,Micklegate,Saturday,9799,634107
2015-12-19,York,Parliament Street,Saturday,31064,732144
2015-12-19,York,Stonegate,Saturday,36144,92387
2015-12-20,York,Church Street,Sunday,4200,367650
2015-12-20,York,Coney Street,Sunday,34901,466148
2015-12-20,York,Micklegate,Sunday,7152,500232
2015-12-20,York,Parliament Street,Sunday,23673,345345
2015-12-20,York,Stonegate,Sunday,27874,333975
2015-12-21,York,Church Street,Monday,5236,995299
2015-12-21,York,Coney Street,Monday,39238,440121
2015-12-21,York,Micklegate,Monday,7351,706779
2015-12-21,York,Parliament Street,Monday,28954,716810
2015-12-21,York,Stonegate,Monday,22119,8363
2015-12-22,York,Church Street,Tuesday,4475,185346
2015-12-22,York,Coney Street,Tuesday,37809,676225
2015-12-22,York,Micklegate,Tuesday,7181,758626
2015-12-22,York,Parliament Street,Tuesday,26859,290521
2015-12-22,York,Stonegate,Tuesday,27765,282766
2015-12-23,York,Church Street,Wednesday,5877,431349
2015-12-23,York,Coney Street,Wednesday,39820,333598
2015-12-23,York,Micklegate,Wednesday,7335,959202
2015-12-23,York,Parliament Street,Wednesday,28725,288732
2015-12-23,York,Stonegate,Wednesday,28981,152002
2015-12-24,York,Church Street,Thursday,5064,828077
2015-12-24,York,Coney Street,Thursday,32998,876142
2015-12-24,York,Micklegate,Thursday,5323,529019
2015-12-24,York,Parliament Street,Thursday,21697,258859
2015-12-24,York,Stonegate,Thursday,19123,224541
2015-12-25,York,Church Street,Friday,550,780772
2015-12-25,York,Coney Street,Friday,3463,224997
2015-12-25,York,Micklegate,Friday,1309,855744
2015-12-25,York,Parliament Street,Friday,1227,894064
2015-12-25,York,Stonegate,Friday,2300,407064
2015-12-26,York,Church Street,Saturday,3213,117262
2015-12-26,York,Coney Street,Saturday,22214,395437
2015-12-26,York,Micklegate,Saturday,3695,501341
2015-12-26,York,Parliament Street,Saturday,11015,962022
2015-12-26,York,Stonegate,Saturday,17200,585267
2015-12-27,York,Church Street,Sunday,3541,319266
2015-12-27,York,Coney Street,Sunday,24086,403779
2015-12-27,York,Micklegate,Sunday,7536,22150
2015-12-27,York,Parliament Street,Sunday,11169,919982
2015-12-27,York,Stonegate,Sunday,15891,354598
2016-01-01,York,Church Street,Friday,NA,740520
2016-01-01,York,Coney Street,Friday,14350,371934
2016-01-01,York,Micklegate,Friday,4563,310517
2016-01-01,York,Parliament Street,Friday,8484,368152
2016-01-01,York,Stonegate,Friday,10906,292388
2016-01-02,York,Church Street,Saturday,NA,383723
2016-01-02,York,Coney Street,Saturday,26902,956588
2016-01-02,York,Micklegate,Saturday,5233,286489
2016-01-02,York,Parliament Street,Saturday,17472,154868
2016-01-02,York,Stonegate,Saturday,20681,817387
2016-01-03,York,Church Street,Sunday,NA,159607
2016-01-03,York,Coney Street,Sunday,13489,178233
2016-01-03,York,Micklegate,Sunday,2921,508306
2016-01-03,York,Parliament Street,Sunday,8569,588354
2016-01-03,York,Stonegate,Sunday,15724,41648
2015-12-28,York,Church Street,Monday,NA,915184
2015-12-28,York,Coney Street,Monday,23694,369831
2015-12-28,York,Micklegate,Monday,7605,362858
2015-12-28,York,Parliament Street,Monday,15912,827425
2015-12-28,York,Stonegate,Monday,16329,739918
2015-12-29,York,Church Street,Tuesday,NA,320075
2015-12-29,York,Coney Street,Tuesday,27112,552511
2015-12-29,York,Micklegate,Tuesday,6841,174298
2015-12-29,York,Parliament Street,Tuesday,18002,668151
2015-12-29,York,Stonegate,Tuesday,18206,220805
2015-12-30,York,Church Street,Wednesday,NA,686430
2015-12-30,York,Coney Street,Wednesday,20965,86038
2015-12-30,York,Micklegate,Wednesday,4661,341937
2015-12-30,York,Parliament Street,Wednesday,19093,920175
2015-12-30,York,Stonegate,Wednesday,20603,778059
2015-12-31,York,Church Street,Thursday,NA,187309
2015-12-31,York,Coney Street,Thursday,26505,282114
2015-12-31,York,Micklegate,Thursday,6105,46779
2015-12-31,York,Parliament Street,Thursday,18154,146942
2015-12-31,York,Stonegate,Thursday,19159,830644
2016-01-04,York,Church Street,Monday,NA,112285
2016-01-04,York,Coney Street,Monday,20114,999730
2016-01-04,York,Micklegate,Monday,4727,196406
2016-01-04,York,Parliament Street,Monday,15518,976201
2016-01-04,York,Stonegate,Monday,10621,742581
2016-01-05,York,Church Street,Tuesday,NA,35188
2016-01-05,York,Coney Street,Tuesday,16203,966921
2016-01-05,York,Micklegate,Tuesday,4754,869495
2016-01-05,York,Parliament Street,Tuesday,13996,821319
2016-01-05,York,Stonegate,Tuesday,9464,948912
2016-01-06,York,Church Street,Wednesday,NA,264689
2016-01-06,York,Coney Street,Wednesday,17701,366067
2016-01-06,York,Micklegate,Wednesday,4355,975957
2016-01-06,York,Parliament Street,Wednesday,12060,710238
2016-01-06,York,Stonegate,Wednesday,9219,227119
2016-01-07,York,Church Street,Thursday,3593,960851
2016-01-07,York,Coney Street,Thursday,16576,367202
2016-01-07,York,Micklegate,Thursday,3561,723376
2016-01-07,York,Parliament Street,Thursday,13381,543349
2016-01-07,York,Stonegate,Thursday,8681,906112
2016-01-08,York,Church Street,Friday,4404,323643
2016-01-08,York,Coney Street,Friday,19374,107786
2016-01-08,York,Micklegate,Friday,5584,765438
2016-01-08,York,Parliament Street,Friday,16459,51766
2016-01-08,York,Stonegate,Friday,12027,391845
2016-01-09,York,Church Street,Saturday,5800,667045
2016-01-09,York,Coney Street,Saturday,30273,126841
2016-01-09,York,Micklegate,Saturday,6257,NA
2016-01-09,York,Parliament Street,Saturday,15539,525801
2016-01-09,York,Stonegate,Saturday,20781,959754
2016-01-10,York,Church Street,Sunday,3434,331820
2016-01-10,York,Coney Street,Sunday,19521,138386
2016-01-10,York,Micklegate,Sunday,4228,551875
2016-01-10,York,Parliament Street,Sunday,11034,632016
2016-01-10,York,Stonegate,Sunday,12481,765894
2016-01-11,York,Church Street,Monday,3542,774635
2016-01-11,York,Coney Street,Monday,18433,336947
2016-01-11,York,Micklegate,Monday,4614,258241
2016-01-11,York,Parliament Street,Monday,13361,9942
2016-01-11,York,Stonegate,Monday,8906,344861
2016-01-12,York,Church Street,Tuesday,3748,234832
2016-01-12,York,Coney Street,Tuesday,16749,49276
2016-01-12,York,Micklegate,Tuesday,4470,622243
2016-01-12,York,Parliament Street,Tuesday,13718,370618
2016-01-12,York,Stonegate,Tuesday,8895,567449
2016-01-13,York,Church Street,Wednesday,3952,340765
2016-01-13,York,Coney Street,Wednesday,19041,999640
2016-01-13,York,Micklegate,Wednesday,4845,206714
2016-01-13,York,Parliament Street,Wednesday,14157,685720
2016-01-13,York,Stonegate,Wednesday,9308,617134
2016-01-14,York,Church Street,Thursday,3498,436976
2016-01-14,York,Coney Street,Thursday,15286,335688
2016-01-14,York,Micklegate,Thursday,4973,112554
2016-01-14,York,Parliament Street,Thursday,12067,650010
2016-01-14,York,Stonegate,Thursday,8406,625996
2016-01-15,York,Church Street,Friday,3690,17896
2016-01-15,York,Coney Street,Friday,20816,290535
2016-01-15,York,Micklegate,Friday,6549,976972
2016-01-15,York,Parliament Street,Friday,22685,839098
2016-01-15,York,Stonegate,Friday,13925,184418
2016-01-16,York,Church Street,Saturday,6088,425141
2016-01-16,York,Coney Street,Saturday,33353,539515
2016-01-16,York,Micklegate,Saturday,7521,833
2016-01-16,York,Parliament Street,Saturday,25534,891578
2016-01-16,York,Stonegate,Saturday,25496,403805
2016-01-17,York,Church Street,Sunday,3508,431183
2016-01-17,York,Coney Street,Sunday,18343,740325
2016-01-17,York,Micklegate,Sunday,4140,879357
2016-01-17,York,Parliament Street,Sunday,10589,251053
2016-01-17,York,Stonegate,Sunday,13597,707001
2016-01-18,York,Church Street,Monday,3423,236076
2016-01-18,York,Coney Street,Monday,17014,483049
2016-01-18,York,Micklegate,Monday,4361,55473
2016-01-18,York,Parliament Street,Monday,12503,524056
2016-01-18,York,Stonegate,Monday,8934,93498
2016-01-19,York,Church Street,Tuesday,3514,108136
2016-01-19,York,Coney Street,Tuesday,16563,329833
2016-01-19,York,Micklegate,Tuesday,4483,790535
2016-01-19,York,Parliament Street,Tuesday,13129,317941
2016-01-19,York,Stonegate,Tuesday,10130,95064
2016-01-20,York,Church Street,Wednesday,3987,209237
2016-01-20,York,Coney Street,Wednesday,19612,264335
2016-01-20,York,Micklegate,Wednesday,5006,745325
2016-01-20,York,Parliament Street,Wednesday,16220,1051
2016-01-20,York,Stonegate,Wednesday,10868,415192
2016-01-21,York,Church Street,Thursday,3775,779650
2016-01-21,York,Coney Street,Thursday,17804,459589
2016-01-21,York,Micklegate,Thursday,4356,814788
2016-01-21,York,Parliament Street,Thursday,13293,203697
2016-01-21,York,Stonegate,Thursday,10286,555575
